source_fold,cell,group,n,pred_range_pp,pred_sd_pp,y_range_pp,y_sd_pp,constant_within_1e_8_pp,mae,rmse,p95_ae
XJTU__R2.5,PL11,B12,870,0.0,2.220446049250313e-14,21.94696068763733,6.184452035592647,True,9.206020798234423,11.090458327682892,19.803093038499355
XJTU__R2.5,PL11,B123,870,0.2095091082067846,0.021228012339274977,21.94696068763733,6.184452035592647,False,8.98766816618963,10.904941229382946,19.57558790899007
XJTU__R2.5,PL11,B1234,870,0.2095091082067846,0.021228012339274977,21.94696068763733,6.184452035592647,False,8.98766816618963,10.904941229382946,19.57558790899007
XJTU__R2.5,PL12,B,972,0.0,0.0,70.89278101921082,12.610177236830344,True,15.433602494958006,19.60726479165082,38.976647853851304
XJTU__R2.5,PL12,B1,972,0.0,1.1102230246251565e-14,70.89278101921082,12.610177236830344,True,18.273684509987692,22.092401443872188,42.10232496261595
XJTU__R2.5,PL12,B12,972,0.0,0.0,70.89278101921082,12.610177236830344,True,18.905347660797123,22.63689592327797,42.761647477745996
XJTU__R2.5,PL12,B123,972,0.26283147950483254,0.03320566814783078,70.89278101921082,12.610177236830344,False,19.016797716311434,22.741194852097895,42.89177239682179
XJTU__R2.5,PL12,B1234,972,0.26283147950483254,0.03320566814783078,70.89278101921082,12.610177236830344,False,19.016797716311434,22.741194852097895,42.89177239682179
XJTU__R2.5,PL13,B,871,0.0,0.0,20.845073461532593,5.7177318887529545,True,8.573420060077847,10.305143835881557,18.604683876037598
XJTU__R2.5,PL13,B1,871,0.0,2.220446049250313e-14,20.845073461532593,5.7177318887529545,True,8.428262484470544,10.184697661629235,18.459526300430294
XJTU__R2.5,PL13,B12,871,0.0,0.0,20.845073461532593,5.7177318887529545,True,8.45812563153559,10.209424427973486,18.48938944749534
XJTU__R2.5,PL13,B123,871,0.2234148534548841,0.032844963319116356,20.845073461532593,5.7177318887529545,False,8.236908955742656,10.019062147033031,18.252875500375865
XJTU__R2.5,PL13,B1234,871,0.2234148534548841,0.032844963319116356,20.845073461532593,5.7177318887529545,False,8.236908955742656,10.019062147033031,18.252875500375865
XJTU__R2.5,PL14,B,986,0.0,0.0,56.190282106399536,9.764944938004797,True,8.229477549421377,10.194367615554153,20.81150710582733
XJTU__R2.5,PL14,B1,986,0.0,1.1102230246251565e-14,56.190282106399536,9.764944938004797,True,8.300482355073306,10.35665461703109,21.334411501884464
XJTU__R2.5,PL14,B12,986,0.0,0.0,56.190282106399536,9.764944938004797,True,8.323913890467939,10.393923634451829,21.44471164792776
XJTU__R2.5,PL14,B123,986,0.30725806117698484,0.07908144078675021,56.190282106399536,9.764944938004797,False,8.313552284775568,10.406085021070293,21.58022852833628
XJTU__R2.5,PL14,B1234,986,0.30725806117698484,0.07908144078675021,56.190282106399536,9.764944938004797,False,8.313552284775568,10.406085021070293,21.58022852833628
XJTU__R3,CS2_5,B,59,0.0,0.0,5.423128604888916,1.5143474477755627,True,3.4109189348705744,3.7319721559576213,5.62020480632782
XJTU__R3,CS2_5,B1,59,0.0,0.0,5.423128604888916,1.5143474477755627,True,3.8690283136852717,4.154831920148234,6.078314185142517
XJTU__R3,CS2_5,B12,59,1.1358547757790216,0.34971423376944,5.423128604888916,1.5143474477755627,False,3.6184777105194095,3.861672507032023,5.553912043168008
XJTU__R3,CS2_5,B123,59,1.1533447331398827,0.34134802208744763,5.423128604888916,1.5143474477755627,False,3.545318164767557,3.785203467586476,5.420585024228243
XJTU__R3,CS2_5,B1234,59,1.1533447331398827,0.34134802208744763,5.423128604888916,1.5143474477755627,False,3.545318164767557,3.785203467586476,5.420585024228243
XJTU__R3,CS2_6,B,55,0.0,0.0,35.4189932346344,11.647907691817144,True,15.495717958970504,19.38533024379657,34.504159688949585
XJTU__R3,CS2_6,B1,55,0.0,0.0,35.4189932346344,11.647907691817144,True,14.717671708627181,18.769219859120888,33.72611343860626
XJTU__R3,CS2_6,B12,55,0.6011500057528485,0.18181879215666882,35.4189932346344,11.647907691817144,False,13.696341213367543,17.902204235350226,32.55788452380027
XJTU__R3,CS2_6,B123,55,0.6767336171566329,0.20311722475777344,35.4189932346344,11.647907691817144,False,13.685495500179172,17.877135864141003,32.50487095439989
XJTU__R3,CS2_6,B1234,55,0.6767336171566329,0.20311722475777344,35.4189932346344,11.647907691817144,False,13.685495500179172,17.877135864141003,32.50487095439989
XJTU__R3,CX2_3,B,1750,0.0,0.0,60.35713851451874,13.632691845866793,True,24.632385964053018,28.153236496829965,50.097866505384445
XJTU__R3,CX2_3,B1,1750,0.0,0.0,60.35713851451874,13.632691845866793,True,24.269018168108804,27.83586768556637,49.73449870944023
XJTU__R3,CX2_3,B12,1750,1.0970313013805688,0.11055215756673589,60.35713851451874,13.632691845866793,False,23.349907509414184,27.013673346938898,48.78224672827249
XJTU__R3,CX2_3,B123,1750,1.1214526774095845,0.13016356361116493,60.35713851451874,13.632691845866793,False,23.281771437025238,26.946882755800047,48.702235290062774
XJTU__R3,CX2_3,B1234,1750,1.1214526774095845,0.13016356361116493,60.35713851451874,13.632691845866793,False,23.281771437025238,26.946882755800047,48.702235290062774
XJTU__R3,PL11,B,870,0.0,0.0,21.94696068763733,6.184452035592647,True,9.292071167079882,11.161990573129119,19.889143407344815
XJTU__R3,PL11,B1,870,0.0,2.220446049250313e-14,21.94696068763733,6.184452035592647,True,9.253109994976002,11.129577330683803,19.850182235240936
XJTU__R3,PL11,B12,870,0.6639477439467134,0.0709274791362509,21.94696068763733,6.184452035592647,False,8.547240995726597,10.531077124698337,19.088208128447892
XJTU__R3,PL11,B123,870,0.755316568802189,0.07132939300989473,21.94696068763733,6.184452035592647,False,8.444743323051771,10.445783138230453,18.984722389909543
XJTU__R3,PL11,B1234,870,0.755316568802189,0.07132939300989473,21.94696068763733,6.184452035592647,False,8.444743323051771,10.445783138230453,18.984722389909543
XJTU__R3,PL12,B,972,0.0,0.0,70.89278101921082,12.610177236830344,True,15.69114689228466,19.834759661975493,39.272543191909776
XJTU__R3,PL12,B1,972,0.0,1.1102230246251565e-14,70.89278101921082,12.610177236830344,True,18.273684509987692,22.092401443872188,42.10232496261595
XJTU__R3,PL12,B12,972,0.8224592965630828,0.04738401394792992,70.89278101921082,12.610177236830344,False,20.43878900584415,23.961574711311375,44.33916581428478
XJTU__R3,PL12,B123,972,0.9469573243326201,0.05932971771435031,70.89278101921082,12.610177236830344,False,20.332483235783965,23.875215203892978,44.241347808490225
XJTU__R3,PL12,B1234,972,0.9469573243326201,0.05932971771435031,70.89278101921082,12.610177236830344,False,20.332483235783965,23.875215203892978,44.241347808490225
XJTU__R3,PL13,B,871,0.0,0.0,20.845073461532593,5.7177318887529545,True,8.277524722019376,10.060311798115622,18.308788537979126
XJTU__R3,PL13,B1,871,0.0,2.220446049250313e-14,20.845073461532593,5.7177318887529545,True,8.428262484470544,10.184697661629235,18.459526300430294
XJTU__R3,PL13,B12,871,0.7667440617424526,0.16377543025692431,20.845073461532593,5.7177318887529545,False,7.870855366895649,9.676962420243113,17.778680741872282
XJTU__R3,PL13,B123,871,0.8458800281152756,0.16241856473587885,20.845073461532593,5.7177318887529545,False,7.754324233825004,9.582489734086643,17.665492674063266
XJTU__R3,PL13,B1234,871,0.8458800281152756,0.16241856473587885,20.845073461532593,5.7177318887529545,False,7.754324233825004,9.582489734086643,17.665492674063266
XJTU__R3,PL14,B,986,0.0,0.0,56.190282106399536,9.764944938004797,True,8.26793647320227,10.28324976031196,21.107402443885803
XJTU__R3,PL14,B1,986,0.0,1.1102230246251565e-14,56.190282106399536,9.764944938004797,True,8.300482355073306,10.35665461703109,21.334411501884464
XJTU__R3,PL14,B12,986,1.7394657117175027,0.3834901801353201,56.190282106399536,9.764944938004797,False,8.35253897144617,10.515290381476557,21.820960300651993
XJTU__R3,PL14,B123,986,1.6760217915615327,0.36301244986784575,56.190282106399536,9.764944938004797,False,8.339526495674821,10.511269169899164,21.910016407979455
XJTU__R3,PL14,B1234,986,1.6760217915615327,0.36301244986784575,56.190282106399536,9.764944938004797,False,8.339526495674821,10.511269169899164,21.910016407979455
XJTU__RW,CS2_5,B,59,0.0,0.0,5.423128604888916,1.5143474477755627,True,3.6513998346813654,3.952969636272895,5.860685706138611
XJTU__RW,CS2_5,B1,59,0.0,0.0,5.423128604888916,1.5143474477755627,True,3.8690283136852717,4.154831920148234,6.078314185142517
XJTU__RW,CS2_5,B12,59,0.0,0.0,5.423128604888916,1.5143474477755627,True,3.889430983591888,4.173837750644953,6.098716855049133
XJTU__RW,CS2_5,B123,59,2.283104150180293e-07,6.044786877827755e-08,5.423128604888916,1.5143474477755627,False,3.8868799223987662,4.171460634223579,6.09616587350605
XJTU__RW,CS2_5,B1234,59,0.04706857593366198,0.00924348331878358,5.423128604888916,1.5143474477755627,False,3.881384216761013,4.166392554393845,6.089052105782453
XJTU__RW,CS2_6,B,55,0.0,0.0,35.4189932346344,11.647907691817144,True,15.736198858781295,19.578092555716523,34.744640588760376
XJTU__RW,CS2_6,B1,55,0.0,0.0,35.4189932346344,11.647907691817144,True,14.717671708627181,18.769219859120888,33.72611343860626
XJTU__RW,CS2_6,B12,55,0.0,2.220446049250313e-14,35.4189932346344,11.647907691817144,True,14.386119901936397,18.510380855886876,33.39456163191547
XJTU__RW,CS2_6,B123,55,2.9066604234628812e-06,8.13135712870691e-07,35.4189932346344,11.647907691817144,False,14.42756485577431,18.54260992302716,33.43600747448855
XJTU__RW,CS2_6,B1234,55,0.04044622353306382,0.006598303493786486,35.4189932346344,11.647907691817144,False,14.436144105893618,18.55076711063546,33.44778307011366
XJTU__RW,CX2_3,B,1750,0.0,0.0,60.35713851451874,13.632691845866793,True,24.87286686386381,28.363881839266238,50.338347405195236
XJTU__RW,CX2_3,B1,1750,0.0,0.0,60.35713851451874,13.632691845866793,True,24.269018168108804,27.83586768556637,49.73449870944023
XJTU__RW,CX2_3,B12,1750,1.1102230246251565e-14,2.2220315161065554e-14,60.35713851451874,13.632691845866793,True,24.86028668270225,28.35285066638813,50.325767224033676
XJTU__RW,CX2_3,B123,1750,7.927379641614607e-07,2.4857576306501296e-07,60.35713851451874,13.632691845866793,False,24.786378392568622,28.288068977145617,50.25185915837918
XJTU__RW,CX2_3,B1234,1750,0.027523395732409472,0.0015101707252602127,60.35713851451874,13.632691845866793,False,24.761593044701375,28.266180169373,50.22679096594907
XJTU__RW,PL11,B,870,0.0,0.0,21.94696068763733,6.184452035592647,True,9.532552066890673,11.362965981139242,20.129624307155606
