dataset,group,cells,domains,points,mae,rmse,p95_ae,bias,bias_fraction,top5_error_share
XJTU,B23__wave_absolute_pca8__0.5,55,6,13407,2.960174423006191,3.724409929094096,7.1438015452492465,-0.19584264920419528,0.6705221156355395,0.1906370256782406
XJTU,B23__wave_absolute_pca8__0.75,55,6,13407,2.974384689258114,3.7437988066458057,7.1820539580619345,-0.16952700613476335,0.6751817159556507,0.19056910916962153
XJTU,B23__wave_absolute_pca8__1,55,6,13407,2.990628006150333,3.764035087282693,7.225026578273269,-0.14321136306533186,0.6790638083547806,0.19026244218287355
XJTU,B23__wave_absolute_pls4__0.25,55,6,13407,2.904165226285024,3.6408045081448406,6.955051030552231,-0.23546739057959706,0.6674460933919987,0.19052518172064015
XJTU,B23__wave_absolute_pls4__0.5,55,6,13407,2.878831006281171,3.5999083536220806,6.84763085257789,-0.22246084581613523,0.6730011846525237,0.190153299918477
XJTU,B23__wave_absolute_pls4__0.75,55,6,13407,2.8617017845973733,3.566294092018108,6.752879045023569,-0.2094543010526737,0.6742220259389763,0.1890278177951886
XJTU,B23__wave_absolute_pls4__1,55,6,13407,2.8536811349665023,3.540352515734332,6.676954693125448,-0.19644775628921218,0.6703829269379481,0.18698792385979734
XJTU,B23__wave_pair_pca8__0.25,55,6,13407,2.9156958634523584,3.653234360687673,6.966512068958383,-0.24778675093580582,0.6700344356887911,0.19050251087679734
XJTU,B23__wave_pair_pca8__0.5,55,6,13407,2.9033039762939272,3.6248026170558636,6.87381095236388,-0.24709956652855292,0.6809010180859129,0.19004506535091645
XJTU,B23__wave_pair_pca8__0.75,55,6,13407,2.902420927987978,3.603327696786445,6.800098829949199,-0.24641238212130015,0.687212982491128,0.18862266252663898
XJTU,B23__wave_pair_pca8__1,55,6,13407,2.9085943542617887,3.588951885949823,6.733572650470703,-0.2457251977140477,0.6900912458020811,0.18708615204633472
XJTU,B23__wave_pair_pls4__0.25,55,6,13407,2.9235749244070637,3.6708223742422468,7.02525640176973,-0.21395526186459768,0.6709856195533802,0.191414570726581
XJTU,B23__wave_pair_pls4__0.5,55,6,13407,2.9161398447824087,3.6590716556545524,7.008439022478949,-0.17943658838613694,0.6788489803489295,0.19206484281370975
XJTU,B23__wave_pair_pls4__0.75,55,6,13407,2.913512518775729,3.653235589498717,6.993760737244922,-0.14491791490767617,0.6823702626003482,0.19245541336072067
XJTU,B23__wave_pair_pls4__1,55,6,13407,2.914807916614146,3.6531053715702133,6.999805180085912,-0.11039924142921535,0.6919450407018909,0.19271043166549892
XJTU,B3__wave_absolute_pca8__0.25,55,6,13407,3.027853901284393,3.8427620427483125,7.263027671953879,-0.05730454908058528,0.6370813969675755,0.18881453025017822
XJTU,B3__wave_absolute_pca8__0.5,55,6,13407,3.044996673451464,3.859285264076546,7.295401082076041,-0.04953926853068121,0.6385385401565641,0.18815715778000042
XJTU,B3__wave_absolute_pca8__0.75,55,6,13407,3.0624839260267973,3.8765934485675633,7.327898950918566,-0.041773987980777215,0.6398045836730198,0.18756586924573213
XJTU,B3__wave_absolute_pca8__1,55,6,13407,3.0806963878606095,3.894656788188991,7.357674976870776,-0.03400870743087292,0.6407513609625254,0.18693167875438846
XJTU,B3__wave_absolute_pls4__0.25,55,6,13407,2.9758706249831106,3.7713213877765774,7.116507579233556,-0.05832576380855481,0.6331487646031292,0.1885272666267065
XJTU,B3__wave_absolute_pls4__0.5,55,6,13407,2.9432214322155743,3.7209154565076283,6.994506712633236,-0.05158169798662023,0.6304770712949176,0.18778190486177837
XJTU,B3__wave_absolute_pls4__0.75,55,6,13407,2.914589741772392,3.6763518751225117,6.875375337307936,-0.044837632164685094,0.6259597945200109,0.18719789475461976
XJTU,B3__wave_absolute_pls4__1,55,6,13407,2.8913290145531008,3.638199912679885,6.777301866327271,-0.03809356634275063,0.6221729822168718,0.18668160732888095
XJTU,B3__wave_pair_pca8__0.25,55,6,13407,2.976366497716056,3.7680867332028787,7.095893016549664,-0.07847990368638195,0.6317437651424117,0.18841746188791145
XJTU,B3__wave_pair_pca8__0.5,55,6,13407,2.947970400786032,3.7166425813788027,6.962899091509019,-0.09188997774227463,0.6278855102762245,0.1873927844358759
XJTU,B3__wave_pair_pca8__0.75,55,6,13407,2.926499142694747,3.6729264357206612,6.845224448217755,-0.10530005179816722,0.6240825648407297,0.18639806491340916
XJTU,B3__wave_pair_pca8__1,55,6,13407,2.9114822073828694,3.63721428329994,6.735226492902451,-0.11871012585405964,0.6191971017306798,0.18523381356867805
XJTU,B3__wave_pair_pls4__0.25,55,6,13407,2.9657817942292337,3.769593790966166,7.118598941317607,-0.023212655633902807,0.6261689556013134,0.19044577981413444
XJTU,B3__wave_pair_pls4__0.5,55,6,13407,2.9250145520959223,3.717536610452625,7.0217287070511185,0.01864451836268392,0.6138054561561236,0.1912831443652805
XJTU,B3__wave_pair_pls4__0.75,55,6,13407,2.8890561828961516,3.671950543065216,6.928502471731743,0.0605016923592712,0.6008271823923043,0.1920723929049283
XJTU,B3__wave_pair_pls4__1,55,6,13407,2.8594360176241698,3.63411844345826,6.871632208713533,0.10235886635585796,0.591206934941304,0.19289908355095153
