dataset,domain,group,mae,rmse,p95_ae,low_mae,low_rmse,low_p95_ae
Tongji,Tongji3_CY25-05_4,B23,5.635721876314068,7.716424731196908,14.669424541977568,6.781079120199891,8.58410846444196,14.864255366429092
Tongji,Tongji3_CY25-05_4,B123,5.378782211622366,7.422665391055769,14.291712007018909,6.599027645590095,8.26089058713636,14.50980241613825
Tongji,Tongji3_CY25-05_4,B4,8.169281757307461,11.005409062741554,21.555256578785798,10.156552518075728,12.351557809688773,21.922627579580222
Tongji,Tongji3_CY25-05_4,B14,5.413001609566045,7.022005238606355,14.244801959741826,6.266797810795491,7.706769838979565,14.427497019931929
Tongji,Tongji3_CY25-05_4,B24,5.538014572121486,7.653539860590029,14.555238856951599,6.739014837304025,8.524461630465133,14.746048314640602
Tongji,Tongji3_CY25-05_4,B124,5.302612743206773,7.367639492168536,14.206172478925922,6.558282622111924,8.20240636447046,14.371307759125651
Tongji,Tongji3_CY25-05_4,B34,7.336135877244723,10.003013354799549,19.703320680447373,9.14285733458964,11.214620597852369,20.038889849991445
Tongji,Tongji3_CY25-05_4,B134,4.950673570569287,6.525113183124572,13.26781442195871,5.781402544838958,7.158323994188561,13.393845685497832
Tongji,Tongji3_CY25-05_4,B234,5.142966131721859,7.108569548725975,13.572110428630886,6.2137323616509255,7.892629846987592,13.724822942321879
Tongji,Tongji3_CY25-05_4,B1234,4.922305250659956,6.855689550559856,13.247152723184021,6.0509329468100645,7.609732727727283,13.400047437418607
Tongji,Tongji3_CY25-05_2,B,5.477146891832848,8.138616661246267,18.778247786159866,6.650463787459265,8.979025491485109,19.525996805574803
Tongji,Tongji3_CY25-05_2,B1,2.7636510117363997,3.845216015055288,6.656493441217286,2.7005714527455598,3.6052870085484163,6.946235636466621
Tongji,Tongji3_CY25-05_2,B2,5.24108047632414,6.343216175753407,9.249682038642383,6.313349114361821,6.808969415112575,9.363650029701894
Tongji,Tongji3_CY25-05_2,B12,2.916884976335627,3.7353496634282415,5.767158648309418,3.291774559512716,3.7410702725039187,5.949635114835124
Tongji,Tongji3_CY25-05_2,B3,4.266797360349485,6.340675614005843,14.396619224053033,5.15962652653158,6.9180540480033565,14.866218994992712
Tongji,Tongji3_CY25-05_2,B13,2.112207822841439,3.1496802798924417,5.061695976974794,2.056892502424687,2.8182271116536346,5.282803948435643
Tongji,Tongji3_CY25-05_2,B23,4.1532344643928445,5.107895468351447,7.27647140612208,4.953820572624502,5.373553276204215,7.369896991896344
Tongji,Tongji3_CY25-05_2,B123,2.3668075010947853,3.190957975849314,4.607647331289144,2.667586462326179,3.0777311053000265,4.763652883576757
Tongji,Tongji3_CY25-05_2,B4,4.858261762109681,7.189913172341764,16.40794811128629,5.862860788121831,7.890914113240274,17.037072559524578
Tongji,Tongji3_CY25-05_2,B14,2.496728557372506,3.53237907179884,5.871691855132281,2.4089387297303877,3.2280844549922008,6.1415931445810985
Tongji,Tongji3_CY25-05_2,B24,4.6319248837116715,5.673362855025926,8.137934074787566,5.580222308546905,6.030038571712988,8.227124569216269
Tongji,Tongji3_CY25-05_2,B124,2.645111643984603,3.4401331131344643,5.088936947349332,2.943762017962436,3.3667485190795876,5.230344039586558
Tongji,Tongji3_CY25-05_2,B34,3.8042187404638472,5.634313286078183,12.596197060369747,4.565071711429763,6.095093996182005,13.06488856324672
Tongji,Tongji3_CY25-05_2,B134,1.9392314217247215,2.9482289237843005,4.528555755000416,1.8611675958383402,2.557381876872329,4.6855170187291
Tongji,Tongji3_CY25-05_2,B234,3.682011469522228,4.605949108446644,6.425523643994617,4.39175119212091,4.781110351000011,6.499297779157433
Tongji,Tongji3_CY25-05_2,B1234,2.163791164921614,2.978541738248527,4.061691081955097,2.3996061683058447,2.7955517036204984,4.180277024241904
Tongji,Tongji2_CY45-05_1,B,5.872403705624571,7.038390225835116,12.625501952734995,7.066640116860162,8.13162686837879,13.438616747918537
Tongji,Tongji2_CY45-05_1,B1,5.83906800608858,6.738015854589621,11.467614517495097,5.680929163729445,6.660628097229253,11.481043633514824
Tongji,Tongji2_CY45-05_1,B2,1.9140781951123853,2.157727515776982,3.3179649384510186,2.4412757546458694,2.5770003004590545,3.572256161122494
Tongji,Tongji2_CY45-05_1,B12,1.9140781951123853,2.157727515776982,3.3179649384510186,2.4412757546458694,2.5770003004590545,3.572256161122494
Tongji,Tongji2_CY45-05_1,B3,4.461834236106025,5.327769767577979,9.516057659640156,5.2603901301981475,6.063757545084579,10.054887594845395
Tongji,Tongji2_CY45-05_1,B13,4.576128637269626,5.265245747034333,8.884864509864958,4.398042932791556,5.142637303993748,8.802018043530339
Tongji,Tongji2_CY45-05_1,B23,1.3345097190545783,1.572704592285841,2.506418628086903,1.7150377621789816,1.8635015001796034,2.679042514917681
Tongji,Tongji2_CY45-05_1,B123,1.3345097190545783,1.572704592285841,2.506418628086903,1.7150377621789816,1.8635015001796034,2.679042514917681
Tongji,Tongji2_CY45-05_1,B4,4.3630083192699995,5.2439546334708504,9.425326520917011,5.246508471897201,6.040262004675942,10.001843059031822
Tongji,Tongji2_CY45-05_1,B14,4.358943817748468,5.050332504822912,8.622315608449293,4.244945635844987,4.987194302458763,8.579072626308994
Tongji,Tongji2_CY45-05_1,B24,1.427823272192349,1.6122340475741026,2.4895127792164766,1.7723598098937856,1.8939381858295739,2.679654103114243
Tongji,Tongji2_CY45-05_1,B124,1.427823272192349,1.6122340475741026,2.4895127792164766,1.7723598098937856,1.8939381858295739,2.679654103114243
Tongji,Tongji2_CY45-05_1,B34,3.3128211446179057,3.971783060031516,7.127779752224622,3.898509978907922,4.49651821886297,7.503965776756479
Tongji,Tongji2_CY45-05_1,B134,3.416296145755972,3.952029547653452,6.697489911338607,3.290475049164442,3.856711136686038,6.603341886413025
Tongji,Tongji2_CY45-05_1,B234,1.0375965799368614,1.2171461053474657,1.947090181285297,1.2705903928671636,1.4041794410782276,2.057885959935703
Tongji,Tongji2_CY45-05_1,B1234,1.0375965799368614,1.2171461053474657,1.947090181285297,1.2705903928671636,1.4041794410782276,2.057885959935703
XJTU,2C,B,2.9830273271676555,3.8549262941935645,8.35463822724143,5.15600171647761,5.730887908077748,9.21858326627429
XJTU,2C,B1,2.4034500171820983,3.5912978272448104,8.118467961210344,6.799648170803739,7.087021819168558,9.425775198536218
XJTU,2C,B2,2.75337339231243,3.8025475157123507,8.711890644855716,5.530191425131896,5.990934682393728,9.183551331788681
XJTU,2C,B12,2.246432833542517,2.988541465840209,6.278979902592979,5.0168809170797175,5.2350023301047255,7.098179452299204
XJTU,2C,B3,2.6590704367758393,3.4508715178160343,7.484036782230831,4.598172087731637,5.129028042752229,8.190483080306251
XJTU,2C,B13,2.1999206934395086,3.231068209324036,7.244782112420472,6.016532680969005,6.2676302676782605,8.485327264024132
XJTU,2C,B23,2.4806538002310834,3.414905721625453,7.784405174421408,4.922310169015213,5.35097584007301,8.205512876114767
XJTU,2C,B123,2.0395875051509824,2.7017924426534443,5.754871718339686,4.460224110980603,4.664559979685182,6.438227652197141
XJTU,2C,B4,2.8775792335814505,3.6867030412315605,7.896367565740794,4.964623270971633,5.509266397660351,8.81110189894108
XJTU,2C,B14,2.2755340602468492,3.403085881814566,7.742056677815063,6.499407298302834,6.776096832152976,9.019789310558874
XJTU,2C,B24,2.6438327878506143,3.6141708177552125,8.155553056146141,5.309561767283386,5.744876278363257,8.765883455747604
XJTU,2C,B124,2.177179938321649,2.8728526631956224,5.962746252008802,4.808205972640804,5.0235841093713836,6.82902090513639
XJTU,2C,B34,2.56957424006424,3.3044639080746254,7.05590338833976,4.436791844296224,4.940139134387176,7.838065266254054
XJTU,2C,B134,2.0834164206115644,3.0631230611343705,6.870464315181229,5.756029212257997,5.9996823932242,8.126428448510154
XJTU,2C,B234,2.3853793638272256,3.247606587049742,7.312390589633963,4.734178087087077,5.139295875202102,7.8704610815932945
XJTU,2C,B1234,1.982917274384161,2.602968034630771,5.4710737118543635,4.281097920956269,4.484368452637436,6.187877668605946
XJTU,3C,B,4.791694280078332,5.394509040492802,8.71541589222057,10.615425788901971,10.663705553516195,11.906752618726793
XJTU,3C,B1,4.0214890250090685,4.70276960909093,8.54951951601544,10.623950561751052,10.67211113998005,11.913994015416883
XJTU,3C,B2,4.675724854050835,5.277388479390839,9.01413723619779,10.911771804270215,10.960835691932438,12.203093241755044
XJTU,3C,B12,4.175411200304253,4.795827773495902,8.757999118171377,10.954447463248707,11.0030670067152,12.245019007288118
XJTU,3C,B3,4.791694280078332,5.394509040492802,8.71541589222057,10.615425788901971,10.663705553516195,11.906752618726793
XJTU,3C,B13,4.0214890250090685,4.70276960909093,8.54951951601544,10.623950561751052,10.67211113998005,11.913994015416883
XJTU,3C,B23,4.675724854050835,5.277388479390839,9.01413723619779,10.911771804270215,10.960835691932438,12.203093241755044
XJTU,3C,B123,4.175411200304253,4.795827773495902,8.757999118171377,10.954447463248707,11.0030670067152,12.245019007288118
XJTU,3C,B4,4.791694280078332,5.394509040492802,8.71541589222057,10.615425788901971,10.663705553516195,11.906752618726793
XJTU,3C,B14,4.0214890250090685,4.70276960909093,8.54951951601544,10.623950561751052,10.67211113998005,11.913994015416883
XJTU,3C,B24,4.675724854050835,5.277388479390839,9.01413723619779,10.911771804270215,10.960835691932438,12.203093241755044
XJTU,3C,B124,4.175411200304253,4.795827773495902,8.757999118171377,10.954447463248707,11.0030670067152,12.245019007288118
XJTU,3C,B34,4.791694280078332,5.394509040492802,8.71541589222057,10.615425788901971,10.663705553516195,11.906752618726793
XJTU,3C,B134,4.0214890250090685,4.70276960909093,8.54951951601544,10.623950561751052,10.67211113998005,11.913994015416883
XJTU,3C,B234,4.675724854050835,5.277388479390839,9.01413723619779,10.911771804270215,10.960835691932438,12.203093241755044
XJTU,3C,B1234,4.175411200304253,4.795827773495902,8.757999118171377,10.954447463248707,11.0030670067152,12.245019007288118
XJTU,RW,B,3.185531420362824,4.274637658098112,7.9253847443459,6.952874750614043,7.296748922425741,8.828604106912364
XJTU,RW,B1,4.338915436975737,5.220302401288628,9.265563715381886,8.659864032167194,8.863452580195982,10.407720576943444
XJTU,RW,B2,2.7072771485534872,3.711441664953301,6.993210636010856,6.023403837108665,6.411150790566401,7.899816304393262
XJTU,RW,B12,3.728226302801277,4.89372149608357,9.15521824971347,8.545890558989804,8.780354269635696,10.446876896328382
XJTU,RW,B3,3.4638657468576888,4.535084107396763,8.341552372263417,7.425876617332492,7.732270932452765,9.283303047941294
XJTU,RW,B13,4.517514226063527,5.399621003351317,9.553506065951046,8.919492238691499,9.121175247488932,10.66783313209039
XJTU,RW,B23,2.9174631725930213,3.989154300029022,7.525900027470253,6.612589568015285,6.950986501792453,8.47061372073708
XJTU,RW,B123,3.9761275160670193,5.102145214787034,9.459223807923387,8.819765449661283,9.047145873154,10.702094911552209
XJTU,RW,B4,3.243454510629931,4.3213175401214645,8.000072824033579,7.049450484767206,7.379336052427771,8.906777555821021
XJTU,RW,B14,4.363152148931693,5.234197204999201,9.265833594712927,8.671090302242696,8.870806557498076,10.401929452634718
XJTU,RW,B24,2.737983377463992,3.764612954369547,7.114507421115287,6.166453116937094,6.535780778415746,8.024429143427875
XJTU,RW,B124,3.7778525537391068,4.918913620331828,9.163470000282897,8.562815502724177,8.791726425050088,10.43912795605041
XJTU,RW,B34,3.5154320760099544,4.57409319229325,8.39543207055522,7.4988022581497304,7.794417880430927,9.338741549798504
XJTU,RW,B134,4.532820998565095,5.405053367478096,9.541843425708592,8.917737098440785,9.115539538467322,10.649036380024317
XJTU,RW,B234,2.967342076553839,4.042123256827853,7.620562343001714,6.726179561298383,7.050863490094785,8.566686688954501
XJTU,RW,B1234,4.01671534945811,5.1188740227210365,9.452275280582318,8.822996648862082,9.045154265171451,10.681585070513046
XJTU,R3,B,2.505968983478155,3.18647544842794,5.784074719565372,4.325439231617789,5.184114714244702,8.563793747610834
XJTU,R3,B1,2.0672222959480107,2.537297549542486,4.298840619300397,2.941926177515454,3.516809910277343,5.773121548816599
XJTU,R3,B2,1.2251445810790151,1.6411366734552268,3.3440872337409715,2.981490082095438,3.3136945232902355,4.819881069722539
XJTU,R3,B12,0.7730737938333329,1.0743966601851105,1.9904037853405112,1.8265242291209414,2.2178981195606893,3.7452492674640983
XJTU,R3,B3,2.155686488143818,2.7697906130495977,5.031334654052776,3.6982523873141395,4.523593965351882,7.59550335500778
XJTU,R3,B13,1.7680370786332538,2.20193191572345,3.7678676473606973,2.4707544898739955,3.0307648795969553,5.055272554220444
XJTU,R3,B23,1.127603809026342,1.526848044039985,3.1440527243232683,2.760284630651109,3.0703372954565404,4.495270656273426
XJTU,R3,B123,0.7368346290213833,1.0278597206404105,1.9391103542616501,1.7174106428011666,2.0951798015539547,3.503830508841447
XJTU,R3,B4,2.505968983478155,3.18647544842794,5.784074719565372,4.325439231617789,5.184114714244702,8.563793747610834
XJTU,R3,B14,2.0672222959480107,2.537297549542486,4.298840619300397,2.941926177515454,3.516809910277343,5.773121548816599
XJTU,R3,B24,1.2251445810790151,1.6411366734552268,3.3440872337409715,2.981490082095438,3.3136945232902355,4.819881069722539
XJTU,R3,B124,0.7730737938333329,1.0743966601851105,1.9904037853405112,1.8265242291209414,2.2178981195606893,3.7452492674640983
XJTU,R3,B34,2.155686488143818,2.7697906130495977,5.031334654052776,3.6982523873141395,4.523593965351882,7.59550335500778
XJTU,R3,B134,1.7680370786332538,2.20193191572345,3.7678676473606973,2.4707544898739955,3.0307648795969553,5.055272554220444
XJTU,R3,B234,1.127603809026342,1.526848044039985,3.1440527243232683,2.760284630651109,3.0703372954565404,4.495270656273426
XJTU,R3,B1234,0.7368346290213833,1.0278597206404105,1.9391103542616501,1.7174106428011666,2.0951798015539547,3.503830508841447
XJTU,R2.5,B,2.071830697564139,3.1669040037970686,7.2154478953510965,6.864247880068743,7.624649919519672,12.294509575087478
XJTU,R2.5,B1,1.7948597835708038,2.4788498608572063,5.020650842787556,4.378522448058559,5.0850573652004964,9.219334845299942
XJTU,R2.5,B2,2.09938315802285,3.0622084402269274,6.588572622993162,5.912984007573941,6.702339993575507,11.104543254751663
XJTU,R2.5,B12,1.6040193141003782,2.4015336022497658,5.200420782153254,4.852627453167052,5.531342209449435,9.614249511220619
XJTU,R2.5,B3,1.8711983512012542,2.919494398041448,6.695424846252751,6.333384934405585,7.078791227981309,11.592165223504145
XJTU,R2.5,B13,1.743782064787154,2.406102747302909,4.893074123079745,4.161763827464032,4.864111618281276,8.824531186345865
XJTU,R2.5,B23,2.008647467497576,2.9118421058129322,6.199245004883772,5.509352788792388,6.277079893574766,10.572118557118939
XJTU,R2.5,B123,1.551444681733839,2.319923307111431,4.980630990842142,4.580442637474473,5.261857735504217,9.182477384043697
XJTU,R2.5,B4,2.071830697564139,3.1669040037970686,7.2154478953510965,6.864247880068743,7.624649919519672,12.294509575087478
XJTU,R2.5,B14,1.7948597835708038,2.4788498608572063,5.020650842787556,4.378522448058559,5.0850573652004964,9.219334845299942
XJTU,R2.5,B24,2.09938315802285,3.0622084402269274,6.588572622993162,5.912984007573941,6.702339993575507,11.104543254751663
XJTU,R2.5,B124,1.6040193141003782,2.4015336022497658,5.200420782153254,4.852627453167052,5.531342209449435,9.614249511220619
XJTU,R2.5,B34,1.8711983512012542,2.919494398041448,6.695424846252751,6.333384934405585,7.078791227981309,11.592165223504145
XJTU,R2.5,B134,1.743782064787154,2.406102747302909,4.893074123079745,4.161763827464032,4.864111618281276,8.824531186345865
XJTU,R2.5,B234,2.008647467497576,2.9118421058129322,6.199245004883772,5.509352788792388,6.277079893574766,10.572118557118939
XJTU,R2.5,B1234,1.551444681733839,2.319923307111431,4.980630990842142,4.580442637474473,5.261857735504217,9.182477384043697
XJTU,Sim_satellite,B,2.5311799023909627,3.084883411357683,5.391035068181293,3.8676580140845496,4.686207464810792,8.316973858807701
XJTU,Sim_satellite,B1,2.9086962312668736,3.8389588574823703,8.021323742574683,6.960143551651783,8.210766719403248,13.615929683668465
XJTU,Sim_satellite,B2,4.158725154344536,4.63640884638136,7.71972308866026,5.525096167816088,6.013358144437717,8.98416384604629
XJTU,Sim_satellite,B12,3.4130153087626405,3.9436631414955685,6.844641726878653,3.929345320546319,4.908662218692802,8.989469341516195
XJTU,Sim_satellite,B3,2.7463071016592604,3.2301058114761725,5.509630002033775,3.8106397307130626,4.459194189063004,7.538076020084322
XJTU,Sim_satellite,B13,2.744425585969403,3.492552213699676,6.816074154891855,5.8486862113814375,7.017351988418278,11.908697573173251
XJTU,Sim_satellite,B23,4.209730754364708,4.628677051436949,7.5751255468867855,5.664762195270064,6.090011527684234,8.959442024263886
XJTU,Sim_satellite,B123,3.396015414437591,3.89294106646029,6.728619706856204,3.963252539885896,4.875805117774649,8.920290212582684
XJTU,Sim_satellite,B4,2.5497518897742033,3.0780211179621806,5.403543198127532,3.762520498756697,4.481883985831199,7.767528477558155
XJTU,Sim_satellite,B14,2.781971104920698,3.632675180472223,7.502575047998658,6.433364814104798,7.613167222890323,12.684462908482573
XJTU,Sim_satellite,B24,4.1168530071389355,4.576512459714337,7.5952539227085145,5.62312158935136,6.0811562072973615,9.044215893061983
XJTU,Sim_satellite,B124,3.3340942607398434,3.855328119444417,6.710681534955478,3.918845920113458,4.868753432945761,8.925417179594742
XJTU,Sim_satellite,B34,2.7727069141544933,3.245124070364798,5.5500655939207535,3.7404653222251283,4.352824810593289,7.286322196979876
XJTU,Sim_satellite,B134,2.658807606570632,3.3534461583676567,6.488265472447882,5.401392039235668,6.530678313911167,11.261809322586204
XJTU,Sim_satellite,B234,4.183180076338386,4.585576460709359,7.509808745282535,5.764595356137064,6.162801882550225,9.03931890119469
XJTU,Sim_satellite,B1234,3.362125786067085,3.8388584126298904,6.636748405940816,3.999649197100204,4.884545700541742,8.858062874639137
